EmployeeNumber,Age,Gender,MaritalStatus,Attrition,Department,EducationField,Education,DistanceFromHome,BusinessTravel,Over18,EmployeeCount,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Tenure_Band,NumCompaniesWorked
2,49,Male,Married,No,Product & Engineering,Biological Sciences,1,8,Frequent Travel,Y,1,10,10,7,1,7,6-10 yrs,1
148,54,Female,Single,No,People Operations,HR Studies,3,26,No Travel,Y,1,23,5,3,4,4,3-5 yrs,2
975,35,Female,Married,No,Business Development,Medical Sciences,3,18,Occasional Travel,Y,1,5,5,2,1,0,3-5 yrs,1
1974,31,Female,Divorced,No,Product & Engineering,Medical Sciences,1,2,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1329,41,Male,Single,No,Business Development,Medical Sciences,2,10,No Travel,Y,1,19,19,2,11,9,10+ yrs,1
1809,37,Male,Single,Yes,Product & Engineering,Medical Sciences,4,10,Occasional Travel,Y,1,10,10,3,0,8,6-10 yrs,1
1862,32,Male,Single,Yes,Business Development,Marketing & Communications,4,2,Occasional Travel,Y,1,7,2,2,2,2,0-2 yrs,7
591,42,Male,Married,No,Product & Engineering,General Studies,2,5,Frequent Travel,Y,1,8,2,2,2,0,0-2 yrs,4
1604,28,Male,Married,Yes,Product & Engineering,Medical Sciences,3,24,Occasional Travel,Y,1,1,1,1,0,0,0-2 yrs,1
1760,38,Female,Married,No,Product & Engineering,Medical Sciences,2,2,Frequent Travel,Y,1,9,6,1,0,5,6-10 yrs,4
923,21,Female,Single,Yes,Product & Engineering,General Studies,1,18,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1886,35,Female,Married,No,Product & Engineering,General Studies,2,16,Occasional Travel,Y,1,4,3,2,0,2,3-5 yrs,0
1761,31,Male,Married,Yes,Business Development,Marketing & Communications,4,16,Occasional Travel,Y,1,10,1,0,0,0,0-2 yrs,2
1829,40,Female,Divorced,No,Product & Engineering,Biological Sciences,3,12,Occasional Travel,Y,1,15,7,4,7,7,6-10 yrs,2
433,52,Male,Married,Yes,Product & Engineering,Medical Sciences,4,8,Occasional Travel,Y,1,11,8,2,7,7,6-10 yrs,2
900,37,Female,Married,No,Business Development,Medical Sciences,2,21,Frequent Travel,Y,1,10,5,4,0,0,3-5 yrs,5
991,31,Male,Single,Yes,Product & Engineering,Medical Sciences,2,9,No Travel,Y,1,4,3,2,1,2,3-5 yrs,0
1798,33,Male,Married,No,Product & Engineering,Biological Sciences,4,8,Occasional Travel,Y,1,14,10,8,7,6,6-10 yrs,6
1368,18,Female,Single,No,Product & Engineering,Biological Sciences,3,1,No Travel,Y,1,0,0,0,0,0,0-2 yrs,1
867,52,Female,Married,No,Product & Engineering,Medical Sciences,4,25,Frequent Travel,Y,1,31,9,8,0,0,6-10 yrs,3
875,42,Male,Single,No,Product & Engineering,Medical Sciences,1,2,Frequent Travel,Y,1,8,2,1,2,2,0-2 yrs,5
1751,27,Female,Single,No,Product & Engineering,Medical Sciences,3,8,Occasional Travel,Y,1,6,6,2,1,4,6-10 yrs,1
2017,37,Female,Married,No,Product & Engineering,Biological Sciences,3,10,Occasional Travel,Y,1,16,16,11,6,8,10+ yrs,1
1757,49,Female,Single,No,Business Development,Marketing & Communications,4,11,Occasional Travel,Y,1,8,5,1,0,4,3-5 yrs,3
1909,41,Female,Married,No,Business Development,Marketing & Communications,3,8,Occasional Travel,Y,1,14,5,4,1,4,3-5 yrs,5
1105,37,Female,Divorced,No,Business Development,Biological Sciences,4,10,Occasional Travel,Y,1,8,1,0,0,0,0-2 yrs,2
896,29,Female,Divorced,Yes,Business Development,Medical Sciences,3,1,Occasional Travel,Y,1,5,3,2,0,2,3-5 yrs,6
1427,31,Female,Single,Yes,Business Development,Biological Sciences,4,1,Frequent Travel,Y,1,1,1,0,0,0,0-2 yrs,1
769,53,Male,Single,No,Product & Engineering,Biological Sciences,3,6,Occasional Travel,Y,1,19,2,2,2,2,0-2 yrs,2
950,38,Female,Married,No,Product & Engineering,Applied Technology,3,1,Occasional Travel,Y,1,15,15,12,5,11,10+ yrs,1
802,37,Female,Divorced,No,Product & Engineering,Biological Sciences,1,10,Occasional Travel,Y,1,6,5,3,4,3,3-5 yrs,0
1568,30,Male,Married,No,Business Development,Applied Technology,4,29,Occasional Travel,Y,1,9,4,2,1,3,3-5 yrs,3
1772,41,Male,Divorced,No,Product & Engineering,Biological Sciences,4,9,Occasional Travel,Y,1,5,5,3,0,4,3-5 yrs,1
1664,36,Male,Divorced,No,Product & Engineering,Biological Sciences,2,3,Occasional Travel,Y,1,13,5,4,0,4,3-5 yrs,6
717,34,Female,Single,No,Product & Engineering,Medical Sciences,3,9,Occasional Travel,Y,1,9,8,7,7,7,6-10 yrs,1
1492,35,Male,Married,No,Business Development,Biological Sciences,1,7,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
741,28,Female,Single,Yes,Product & Engineering,Biological Sciences,2,1,Occasional Travel,Y,1,10,7,7,3,7,6-10 yrs,7
1676,47,Female,Divorced,No,Business Development,Biological Sciences,4,2,Occasional Travel,Y,1,29,3,2,1,2,3-5 yrs,6
1037,26,Male,Single,Yes,Business Development,Medical Sciences,2,29,No Travel,Y,1,7,2,2,2,2,0-2 yrs,8
1915,34,Female,Married,No,Business Development,Medical Sciences,1,3,Occasional Travel,Y,1,9,4,2,0,1,3-5 yrs,3
653,31,Male,Divorced,No,Business Development,Medical Sciences,4,6,Occasional Travel,Y,1,13,7,7,5,7,6-10 yrs,4
126,54,Female,Married,No,Product & Engineering,Applied Technology,4,2,Occasional Travel,Y,1,16,4,3,0,3,3-5 yrs,9
1438,47,Male,Married,No,Product & Engineering,Applied Technology,3,1,Occasional Travel,Y,1,17,6,5,1,2,6-10 yrs,7
781,25,Female,Single,No,Business Development,Medical Sciences,1,26,Occasional Travel,Y,1,6,6,5,1,4,6-10 yrs,1
1770,55,Male,Married,No,Product & Engineering,Medical Sciences,3,2,Occasional Travel,Y,1,34,1,0,0,0,0-2 yrs,8
1030,50,Male,Married,No,Product & Engineering,Biological Sciences,3,9,Occasional Travel,Y,1,8,1,0,0,0,0-2 yrs,4
1207,33,Male,Married,No,People Operations,HR Studies,3,2,Occasional Travel,Y,1,5,5,4,1,4,3-5 yrs,1
1246,44,Female,Married,No,Product & Engineering,Biological Sciences,1,2,Occasional Travel,Y,1,10,10,5,7,7,6-10 yrs,1
1466,48,Male,Divorced,No,Business Development,Marketing & Communications,3,7,Occasional Travel,Y,1,15,2,2,2,2,0-2 yrs,4
284,22,Male,Divorced,No,Product & Engineering,Biological Sciences,3,5,Occasional Travel,Y,1,4,4,2,2,2,3-5 yrs,1
522,54,Male,Married,No,Product & Engineering,Medical Sciences,2,5,Occasional Travel,Y,1,24,4,2,1,2,3-5 yrs,4
1103,34,Male,Single,No,Product & Engineering,Biological Sciences,1,3,Frequent Travel,Y,1,7,6,2,0,4,6-10 yrs,0
1218,35,Male,Married,No,Business Development,Biological Sciences,4,17,Occasional Travel,Y,1,15,7,7,1,7,6-10 yrs,3
527,25,Female,Single,No,Business Development,Biological Sciences,2,4,Occasional Travel,Y,1,5,5,4,1,3,3-5 yrs,1
1061,50,Male,Married,No,Product & Engineering,Medical Sciences,4,2,Occasional Travel,Y,1,29,8,1,7,7,6-10 yrs,2
1893,26,Female,Married,No,Product & Engineering,Biological Sciences,2,1,Occasional Travel,Y,1,1,1,0,1,0,0-2 yrs,1
1739,32,Male,Married,No,Business Development,Biological Sciences,3,19,Occasional Travel,Y,1,10,4,3,0,2,3-5 yrs,3
1448,41,Male,Married,No,Product & Engineering,Medical Sciences,5,5,Occasional Travel,Y,1,7,4,2,0,3,3-5 yrs,2
893,38,Male,Married,No,Business Development,Marketing & Communications,3,9,Occasional Travel,Y,1,3,2,2,1,2,0-2 yrs,0
846,28,Female,Married,No,Business Development,Marketing & Communications,4,2,Occasional Travel,Y,1,8,8,7,7,5,6-10 yrs,1
1349,41,Female,Divorced,No,Business Development,Marketing & Communications,3,1,Frequent Travel,Y,1,10,9,3,1,7,6-10 yrs,0
1010,35,Male,Divorced,Yes,Product & Engineering,General Studies,4,14,Occasional Travel,Y,1,5,4,2,0,2,3-5 yrs,1
952,25,Male,Married,Yes,Business Development,Marketing & Communications,2,19,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
131,58,Male,Single,No,Business Development,Medical Sciences,4,10,Occasional Travel,Y,1,38,37,10,1,8,10+ yrs,0
1116,48,Male,Single,No,Product & Engineering,Medical Sciences,4,1,No Travel,Y,1,27,5,4,2,1,3-5 yrs,2
543,52,Male,Married,No,Product & Engineering,Medical Sciences,3,3,Occasional Travel,Y,1,28,5,4,0,4,3-5 yrs,2
682,53,Female,Single,No,Business Development,Medical Sciences,1,1,Occasional Travel,Y,1,18,14,7,8,10,10+ yrs,7
1509,49,Female,Married,No,Product & Engineering,Medical Sciences,2,3,Occasional Travel,Y,1,10,3,2,1,2,3-5 yrs,4
1486,28,Male,Married,Yes,Business Development,Applied Technology,3,1,Frequent Travel,Y,1,5,3,2,1,2,3-5 yrs,3
1296,28,Male,Married,No,Product & Engineering,Biological Sciences,3,2,Frequent Travel,Y,1,2,2,2,2,2,0-2 yrs,1
1081,51,Male,Married,Yes,Product & Engineering,Biological Sciences,4,4,Occasional Travel,Y,1,18,10,0,2,7,6-10 yrs,9
274,27,Male,Married,No,Product & Engineering,Applied Technology,1,1,Frequent Travel,Y,1,6,2,2,2,0,0-2 yrs,5
177,26,Female,Married,No,People Operations,Biological Sciences,1,25,Occasional Travel,Y,1,8,8,7,5,7,6-10 yrs,1
1481,44,Female,Married,No,Business Development,Marketing & Communications,5,1,Frequent Travel,Y,1,11,1,0,0,0,0-2 yrs,7
53,35,Male,Divorced,No,Product & Engineering,General Studies,2,4,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1434,27,Male,Married,No,Product & Engineering,Biological Sciences,1,11,Occasional Travel,Y,1,6,5,0,1,4,3-5 yrs,0
316,52,Female,Single,No,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,6,2,2,2,2,0-2 yrs,7
502,34,Male,Single,Yes,Business Development,Marketing & Communications,3,19,No Travel,Y,1,9,5,2,0,4,3-5 yrs,8
394,26,Male,Divorced,Yes,Product & Engineering,Medical Sciences,4,16,Occasional Travel,Y,1,5,3,2,0,2,3-5 yrs,2
560,26,Female,Divorced,No,Product & Engineering,Biological Sciences,3,23,Occasional Travel,Y,1,3,3,2,0,2,3-5 yrs,1
521,40,Female,Married,No,Product & Engineering,Medical Sciences,3,2,Occasional Travel,Y,1,20,1,0,0,0,0-2 yrs,6
820,47,Female,Married,No,Product & Engineering,General Studies,2,2,Occasional Travel,Y,1,26,26,14,3,0,10+ yrs,1
1639,35,Male,Married,Yes,Business Development,Medical Sciences,3,10,Occasional Travel,Y,1,15,13,12,6,0,10+ yrs,9
1539,50,Male,Single,No,Product & Engineering,Medical Sciences,5,22,Frequent Travel,Y,1,32,32,6,13,9,10+ yrs,1
899,35,Male,Married,No,Product & Engineering,Applied Technology,3,25,Occasional Travel,Y,1,16,13,10,4,8,10+ yrs,3
1623,21,Male,Single,No,Product & Engineering,Medical Sciences,1,5,Occasional Travel,Y,1,3,2,2,2,2,0-2 yrs,1
1931,27,Male,Married,No,Product & Engineering,Applied Technology,4,2,Occasional Travel,Y,1,6,5,3,1,2,3-5 yrs,1
712,48,Male,Married,No,Business Development,Marketing & Communications,1,2,Occasional Travel,Y,1,12,2,2,2,2,0-2 yrs,3
83,36,Female,Divorced,No,Product & Engineering,Applied Technology,3,8,Occasional Travel,Y,1,17,17,14,12,8,10+ yrs,1
19,28,Male,Single,Yes,Product & Engineering,Biological Sciences,3,24,Occasional Travel,Y,1,6,4,2,0,3,3-5 yrs,5
1659,36,Male,Single,No,Product & Engineering,Biological Sciences,3,7,Occasional Travel,Y,1,15,4,3,1,3,3-5 yrs,2
1499,30,Male,Divorced,No,People Operations,Biological Sciences,3,1,Occasional Travel,Y,1,6,5,3,1,3,3-5 yrs,0
664,48,Female,Married,No,Product & Engineering,Biological Sciences,4,1,Occasional Travel,Y,1,21,3,2,0,2,3-5 yrs,7
505,55,Female,Single,No,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,30,5,4,1,2,3-5 yrs,2
254,55,Male,Single,No,Product & Engineering,Medical Sciences,4,14,Occasional Travel,Y,1,36,24,15,2,15,10+ yrs,8
1055,34,Female,Married,No,Business Development,Biological Sciences,4,10,Occasional Travel,Y,1,1,1,1,0,0,0-2 yrs,1
299,30,Female,Single,Yes,Business Development,Marketing & Communications,4,26,Frequent Travel,Y,1,9,6,3,0,1,6-10 yrs,5
1100,35,Male,Single,Yes,Business Development,Applied Technology,3,4,Occasional Travel,Y,1,9,8,7,4,7,6-10 yrs,0
1520,54,Female,Divorced,No,Product & Engineering,Medical Sciences,4,11,Frequent Travel,Y,1,26,14,9,1,12,10+ yrs,3
1231,42,Male,Married,No,People Operations,Medical Sciences,5,2,No Travel,Y,1,10,4,3,0,3,3-5 yrs,7
455,29,Male,Single,No,Product & Engineering,General Studies,5,9,Occasional Travel,Y,1,4,3,2,2,2,3-5 yrs,0
1003,47,Female,Single,No,Business Development,Biological Sciences,2,4,Occasional Travel,Y,1,9,9,0,0,7,6-10 yrs,1
404,42,Female,Married,No,Business Development,Marketing & Communications,3,26,Frequent Travel,Y,1,23,20,4,4,8,10+ yrs,5
1433,31,Female,Single,Yes,Product & Engineering,Biological Sciences,3,8,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1786,51,Female,Married,No,Product & Engineering,Applied Technology,3,3,Occasional Travel,Y,1,15,2,2,2,2,0-2 yrs,2
612,33,Female,Divorced,No,Product & Engineering,Medical Sciences,5,1,Occasional Travel,Y,1,10,6,1,0,5,6-10 yrs,4
2062,39,Male,Married,No,Product & Engineering,Medical Sciences,1,6,Occasional Travel,Y,1,9,7,7,1,7,6-10 yrs,4
1131,21,Female,Single,No,Product & Engineering,Applied Technology,1,1,Occasional Travel,Y,1,2,2,2,2,2,0-2 yrs,1
373,36,Male,Married,No,Product & Engineering,Biological Sciences,3,6,Occasional Travel,Y,1,16,15,13,10,11,10+ yrs,0
1402,43,Female,Single,No,Product & Engineering,Medical Sciences,3,6,Occasional Travel,Y,1,20,20,7,1,8,10+ yrs,1
275,49,Male,Divorced,No,Product & Engineering,Biological Sciences,4,18,No Travel,Y,1,7,7,7,1,7,6-10 yrs,1
218,27,Male,Divorced,No,Product & Engineering,Medical Sciences,3,9,No Travel,Y,1,6,2,2,2,2,0-2 yrs,6
1014,35,Female,Divorced,No,Product & Engineering,Medical Sciences,4,25,Occasional Travel,Y,1,16,16,10,10,1,10+ yrs,1
532,56,Female,Married,No,Business Development,Biological Sciences,3,6,Frequent Travel,Y,1,36,7,7,7,7,6-10 yrs,9
982,30,Male,Divorced,No,Business Development,General Studies,2,8,Occasional Travel,Y,1,10,8,4,7,7,6-10 yrs,5
1595,42,Male,Single,No,Product & Engineering,General Studies,2,9,Occasional Travel,Y,1,24,1,0,0,1,0-2 yrs,8
784,23,Male,Single,No,Product & Engineering,Medical Sciences,1,10,Occasional Travel,Y,1,2,2,2,0,2,0-2 yrs,1
1439,25,Male,Married,Yes,Business Development,Biological Sciences,2,9,Occasional Travel,Y,1,6,3,2,2,2,3-5 yrs,3
1445,24,Female,Married,No,Business Development,Medical Sciences,1,4,Occasional Travel,Y,1,5,5,4,0,3,3-5 yrs,1
1558,29,Male,Married,No,Product & Engineering,Biological Sciences,3,9,Occasional Travel,Y,1,5,1,0,0,0,0-2 yrs,6
283,29,Female,Married,Yes,Business Development,Marketing & Communications,3,27,Occasional Travel,Y,1,10,10,4,1,9,6-10 yrs,1
45,24,Male,Married,Yes,Product & Engineering,Medical Sciences,3,1,Occasional Travel,Y,1,6,2,0,2,0,0-2 yrs,2
1076,43,Male,Divorced,No,Business Development,Medical Sciences,3,25,Occasional Travel,Y,1,18,1,0,0,0,0-2 yrs,5
691,35,Male,Single,No,Product & Engineering,Biological Sciences,4,6,Occasional Travel,Y,1,17,17,11,11,8,10+ yrs,1
2035,34,Female,Married,No,Business Development,Marketing & Communications,3,28,Occasional Travel,Y,1,8,8,7,1,7,6-10 yrs,1
1960,28,Male,Divorced,Yes,Product & Engineering,Applied Technology,3,17,Occasional Travel,Y,1,6,4,1,0,3,3-5 yrs,5
120,51,Male,Single,No,Business Development,Marketing & Communications,4,21,Occasional Travel,Y,1,11,10,7,1,0,6-10 yrs,0
1924,33,Male,Single,No,Business Development,Marketing & Communications,4,10,Occasional Travel,Y,1,10,10,4,0,9,6-10 yrs,1
1254,59,Female,Single,No,Business Development,Biological Sciences,3,3,Occasional Travel,Y,1,13,6,1,0,5,6-10 yrs,5
783,45,Male,Single,No,Business Development,Applied Technology,2,2,Occasional Travel,Y,1,9,8,7,3,1,6-10 yrs,0
1933,28,Female,Single,Yes,Business Development,Marketing & Communications,2,13,Occasional Travel,Y,1,6,2,0,2,2,0-2 yrs,3
1077,20,Female,Single,Yes,Business Development,Marketing & Communications,3,9,Frequent Travel,Y,1,2,2,2,0,2,0-2 yrs,1
333,32,Male,Married,No,Business Development,Marketing & Communications,4,26,No Travel,Y,1,4,3,2,2,2,3-5 yrs,0
18,34,Male,Divorced,No,Product & Engineering,Medical Sciences,2,19,Occasional Travel,Y,1,3,2,2,1,2,0-2 yrs,0
430,43,Female,Single,No,Product & Engineering,Biological Sciences,4,10,Frequent Travel,Y,1,9,8,7,1,7,6-10 yrs,0
830,32,Female,Married,No,Product & Engineering,Biological Sciences,3,4,Occasional Travel,Y,1,14,14,13,6,8,10+ yrs,1
516,40,Female,Divorced,No,Business Development,Marketing & Communications,2,2,Occasional Travel,Y,1,8,5,4,1,3,3-5 yrs,7
1818,26,Female,Married,Yes,People Operations,Medical Sciences,2,20,Occasional Travel,Y,1,6,5,1,1,4,3-5 yrs,0
227,41,Male,Divorced,No,Product & Engineering,Biological Sciences,3,14,Occasional Travel,Y,1,13,9,8,1,8,6-10 yrs,4
1172,35,Male,Married,No,Product & Engineering,Medical Sciences,4,1,Occasional Travel,Y,1,10,8,0,1,7,6-10 yrs,6
26,24,Female,Divorced,No,Product & Engineering,General Studies,2,11,No Travel,Y,1,5,4,2,1,3,3-5 yrs,0
897,53,Male,Married,No,Business Development,Marketing & Communications,3,8,Occasional Travel,Y,1,28,2,0,2,2,0-2 yrs,5
1625,47,Female,Married,No,People Operations,Biological Sciences,4,26,Occasional Travel,Y,1,27,5,2,1,0,3-5 yrs,3
1160,31,Male,Married,Yes,Product & Engineering,Medical Sciences,3,15,Frequent Travel,Y,1,2,2,2,2,2,0-2 yrs,1
1774,34,Male,Divorced,No,Business Development,Biological Sciences,3,10,No Travel,Y,1,15,15,14,0,7,10+ yrs,1
780,33,Male,Single,Yes,Product & Engineering,General Studies,4,1,Occasional Travel,Y,1,10,10,9,7,8,6-10 yrs,1
2016,32,Female,Married,No,Business Development,Marketing & Communications,4,1,Occasional Travel,Y,1,14,14,10,5,7,10+ yrs,1
957,41,Male,Single,No,Product & Engineering,Medical Sciences,3,6,Occasional Travel,Y,1,20,18,13,2,17,10+ yrs,2
1340,40,Male,Divorced,No,Product & Engineering,Biological Sciences,2,16,No Travel,Y,1,6,4,2,0,0,3-5 yrs,9
258,51,Female,Single,No,Product & Engineering,Medical Sciences,3,3,Occasional Travel,Y,1,21,7,7,1,0,6-10 yrs,3
1372,55,Male,Single,Yes,Business Development,Marketing & Communications,4,13,Occasional Travel,Y,1,24,19,7,3,8,10+ yrs,6
976,52,Male,Married,No,Product & Engineering,Biological Sciences,2,1,Occasional Travel,Y,1,26,9,8,7,8,6-10 yrs,2
698,54,Male,Married,No,People Operations,Medical Sciences,4,19,Occasional Travel,Y,1,16,9,7,7,1,6-10 yrs,2
1533,23,Male,Single,No,Product & Engineering,Biological Sciences,1,20,Occasional Travel,Y,1,5,4,3,1,2,3-5 yrs,0
639,24,Male,Married,No,Product & Engineering,Medical Sciences,3,23,Occasional Travel,Y,1,6,6,5,1,4,6-10 yrs,1
1198,20,Male,Single,No,Product & Engineering,Biological Sciences,3,3,Occasional Travel,Y,1,2,2,2,1,2,0-2 yrs,1
1036,38,Male,Single,No,Business Development,Biological Sciences,4,3,Occasional Travel,Y,1,19,1,0,0,0,0-2 yrs,8
346,29,Male,Single,No,Product & Engineering,Biological Sciences,3,15,Occasional Travel,Y,1,6,6,5,1,5,6-10 yrs,1
27,36,Male,Single,Yes,Business Development,Biological Sciences,4,9,Occasional Travel,Y,1,10,5,3,0,3,3-5 yrs,7
1875,28,Female,Married,No,Business Development,Medical Sciences,3,3,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
616,41,Female,Single,No,Product & Engineering,General Studies,4,2,No Travel,Y,1,10,8,7,0,7,6-10 yrs,2
1665,54,Female,Married,No,Product & Engineering,Medical Sciences,5,22,Occasional Travel,Y,1,36,10,8,4,7,6-10 yrs,3
381,35,Female,Divorced,No,Product & Engineering,Biological Sciences,3,22,Occasional Travel,Y,1,10,7,7,6,2,6-10 yrs,7
1336,55,Female,Married,No,Product & Engineering,Medical Sciences,2,2,Occasional Travel,Y,1,23,19,9,9,11,10+ yrs,4
1704,35,Male,Single,No,Product & Engineering,Medical Sciences,4,2,Frequent Travel,Y,1,6,5,4,1,4,3-5 yrs,0
514,30,Male,Single,Yes,Product & Engineering,Applied Technology,3,4,Frequent Travel,Y,1,3,1,0,0,0,0-2 yrs,9
1117,45,Female,Married,No,Business Development,Biological Sciences,4,9,No Travel,Y,1,15,15,10,4,12,10+ yrs,1
2022,39,Male,Single,No,Product & Engineering,Biological Sciences,3,9,No Travel,Y,1,21,6,0,1,3,6-10 yrs,2
463,29,Female,Divorced,No,Business Development,Marketing & Communications,1,10,Occasional Travel,Y,1,7,7,7,1,7,6-10 yrs,1
1068,26,Female,Divorced,No,Product & Engineering,Medical Sciences,1,1,Frequent Travel,Y,1,5,5,3,1,3,3-5 yrs,1
1868,29,Male,Single,Yes,Product & Engineering,Biological Sciences,2,24,Frequent Travel,Y,1,1,1,0,1,0,0-2 yrs,1
171,43,Female,Single,No,Product & Engineering,Medical Sciences,3,28,Frequent Travel,Y,1,18,3,2,1,2,3-5 yrs,4
1219,24,Female,Married,Yes,Product & Engineering,Biological Sciences,2,17,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1587,35,Female,Single,No,Product & Engineering,Medical Sciences,4,10,Occasional Travel,Y,1,10,5,2,0,4,3-5 yrs,3
1968,53,Male,Single,Yes,Business Development,Biological Sciences,4,24,Occasional Travel,Y,1,15,2,2,2,2,0-2 yrs,6
116,51,Male,Married,No,Product & Engineering,Biological Sciences,4,9,Occasional Travel,Y,1,10,4,2,0,3,3-5 yrs,3
448,43,Female,Divorced,No,Product & Engineering,Biological Sciences,4,10,Frequent Travel,Y,1,9,9,7,0,0,6-10 yrs,1
1735,23,Female,Single,No,Product & Engineering,Medical Sciences,1,4,Occasional Travel,Y,1,3,3,2,1,2,3-5 yrs,1
625,41,Female,Married,No,Business Development,Biological Sciences,5,2,Occasional Travel,Y,1,22,18,16,11,8,10+ yrs,7
160,33,Male,Married,No,Business Development,Marketing & Communications,2,22,No Travel,Y,1,8,7,7,0,7,6-10 yrs,0
1473,49,Male,Married,No,Product & Engineering,Applied Technology,4,5,Occasional Travel,Y,1,20,3,2,1,2,3-5 yrs,2
1549,33,Male,Married,No,Product & Engineering,Biological Sciences,4,28,Occasional Travel,Y,1,15,15,14,5,7,10+ yrs,1
1596,35,Male,Married,No,Product & Engineering,Biological Sciences,3,28,Occasional Travel,Y,1,10,10,9,6,8,6-10 yrs,1
1814,41,Male,Single,No,Product & Engineering,Biological Sciences,3,5,Occasional Travel,Y,1,11,3,2,1,2,3-5 yrs,3
1203,22,Male,Married,Yes,Product & Engineering,Biological Sciences,4,3,Frequent Travel,Y,1,1,0,0,0,0,0-2 yrs,0
2053,29,Male,Married,No,Product & Engineering,General Studies,2,13,Occasional Travel,Y,1,10,4,3,0,3,3-5 yrs,4
1591,50,Male,Married,No,Business Development,Marketing & Communications,3,9,Occasional Travel,Y,1,27,1,0,0,0,0-2 yrs,4
